fetched_date,iso_week,publication,cover_week,cover_period,province,location,weeks
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Leiden,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Zoetermeer,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Rijswijk,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Gouda,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Schelluinen,5
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Dordrecht,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Rotterdam,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Spijkenisse,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zuid-Holland,Barendrecht,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zeeland,Goes,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zeeland,Vlissingen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Zeeland,Terneuzen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Flevoland,Emmeloord,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Friesland,Leeuwarden,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Friesland,Sneek,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Friesland,Heerenveen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Harderwijk,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Arnhem,5
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Doetinchem,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Tiel,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Nijmegen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Gelderland,Apeldoorn,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Groningen,Groningen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Groningen,Winschoten,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Kerkrade,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Maastricht,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Urmond,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Venlo,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Weert,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Limburg,Roermond,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Breda,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Berkel-Enschot,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Bergen op Zoom,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Den Bosch,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Eindhoven,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Brabant,Mierlo,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Hoorn,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Den Helder,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Alkmaar,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Zaandam,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Haarlem,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Noord-Holland,Amsterdam,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Overijssel,Zwolle,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Overijssel,Almelo,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Overijssel,Deventer,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Overijssel,Hengelo,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Utrecht,Utrecht,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Utrecht,Eemnes,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Utrecht,Leusden,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Drenthe,Assen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Drenthe,Emmen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Drenthe,Hoogeveen,1-4
2026-07-10,2026-W28,wanneer-herexamen,27,29 juni - 5 juli,Drenthe,Meppel,1-4
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Leiden,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Zoetermeer,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Rijswijk,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Gouda,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Schelluinen,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Dordrecht,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Rotterdam,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Spijkenisse,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zuid-Holland,Barendrecht,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zeeland,Goes,6
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zeeland,Vlissingen,6
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Zeeland,Terneuzen,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Flevoland,Emmeloord,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Friesland,Leeuwarden,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Friesland,Sneek,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Friesland,Heerenveen,5
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Harderwijk,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Arnhem,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Doetinchem,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Tiel,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Apeldoorn,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Gelderland,Nijmegen,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Groningen,Groningen,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Groningen,Winschoten,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Kerkrade,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Maastricht,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Urmond,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Venlo,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Weert,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Limburg,Roermond,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Breda,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Berkel-Enschot,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Bergen op Zoom,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Den Bosch,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Eindhoven,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Brabant,Mierlo,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Hoorn,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Den Helder,6
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Alkmaar,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Zaandam,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Haarlem,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Noord-Holland,Amsterdam,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Overijssel,Zwolle,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Overijssel,Almelo,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Overijssel,Deventer,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Overijssel,Hengelo,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Utrecht,Utrecht,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Utrecht,Eemnes,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Utrecht,Leusden,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Drenthe,Assen,5
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Drenthe,Emmen,7
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Drenthe,Hoogeveen,6
2026-07-10,2026-W28,wanneer-praktijkexamen,27,29 juni - 5 juli,Drenthe,Meppel,7
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Drenthe,Hoogeveen,3
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Friesland,Leeuwarden,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Gelderland,Arnhem,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Groningen,Groningen,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Limburg,Venlo-Blerick,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Limburg,Roermond,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Noord-Brabant,Breda,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Noord-Brabant,Eindhoven,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Noord-Holland,Alkmaar,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Noord-Holland,Haarlem,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Noord-Holland,Amsterdam,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Overijssel,Zwolle,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Overijssel,Deventer,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Overijssel,Hengelo,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Utrecht,Utrecht,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Utrecht,Leusden,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Zeeland,Goes,2
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Zuid-Holland,Barendrecht,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Zuid-Holland,Schelluinen,1
2026-07-10,2026-W28,wanneer-theorie-examen,27,29 juni - 5 juli,Zuid-Holland,Rijswijk,2
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Leiden,6
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Zoetermeer,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Rijswijk,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Gouda,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Schelluinen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Dordrecht,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Rotterdam,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Spijkenisse,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zuid-Holland,Barendrecht,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zeeland,Goes,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zeeland,Vlissingen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Zeeland,Terneuzen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Flevoland,Emmeloord,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Friesland,Leeuwarden,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Friesland,Sneek,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Friesland,Heerenveen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Harderwijk,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Arnhem,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Doetinchem,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Tiel,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Nijmegen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Gelderland,Apeldoorn,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Groningen,Groningen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Groningen,Winschoten,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Kerkrade,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Maastricht,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Urmond,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Venlo,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Weert,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Limburg,Roermond,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Breda,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Berkel-Enschot,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Bergen op Zoom,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Den Bosch,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Eindhoven,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Brabant,Mierlo,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Hoorn,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Den Helder,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Alkmaar,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Zaandam,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Haarlem,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Noord-Holland,Amsterdam,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Overijssel,Zwolle,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Overijssel,Almelo,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Overijssel,Deventer,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Overijssel,Hengelo,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Utrecht,Utrecht,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Utrecht,Eemnes,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Utrecht,Leusden,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Drenthe,Assen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Drenthe,Emmen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Drenthe,Hoogeveen,1-4
2026-07-15,2026-W29,wanneer-herexamen,28,6 juli - 12 juli,Drenthe,Meppel,1-4
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Leiden,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Zoetermeer,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Rijswijk,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Gouda,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Schelluinen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Dordrecht,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Rotterdam,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Spijkenisse,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zuid-Holland,Barendrecht,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zeeland,Goes,6
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zeeland,Vlissingen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Zeeland,Terneuzen,6
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Flevoland,Emmeloord,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Friesland,Leeuwarden,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Friesland,Sneek,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Friesland,Heerenveen,5
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Harderwijk,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Arnhem,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Doetinchem,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Tiel,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Apeldoorn,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Gelderland,Nijmegen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Groningen,Groningen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Groningen,Winschoten,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Kerkrade,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Maastricht,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Urmond,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Venlo,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Weert,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Limburg,Roermond,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Breda,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Berkel-Enschot,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Bergen op Zoom,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Den Bosch,8
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Eindhoven,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Brabant,Mierlo,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Hoorn,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Den Helder,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Alkmaar,6
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Zaandam,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Haarlem,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Noord-Holland,Amsterdam,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Overijssel,Zwolle,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Overijssel,Almelo,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Overijssel,Deventer,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Overijssel,Hengelo,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Utrecht,Utrecht,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Utrecht,Eemnes,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Utrecht,Leusden,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Drenthe,Assen,4
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Drenthe,Emmen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Drenthe,Hoogeveen,7
2026-07-15,2026-W29,wanneer-praktijkexamen,28,6 juli - 12 juli,Drenthe,Meppel,7
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Drenthe,Hoogeveen,3
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Friesland,Leeuwarden,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Gelderland,Arnhem,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Groningen,Groningen,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Limburg,Venlo-Blerick,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Limburg,Roermond,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Noord-Brabant,Breda,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Noord-Brabant,Eindhoven,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Noord-Holland,Alkmaar,3
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Noord-Holland,Haarlem,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Noord-Holland,Amsterdam,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Overijssel,Zwolle,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Overijssel,Deventer,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Overijssel,Hengelo,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Utrecht,Utrecht,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Utrecht,Leusden,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Zeeland,Goes,2
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Zuid-Holland,Barendrecht,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Zuid-Holland,Schelluinen,1
2026-07-15,2026-W29,wanneer-theorie-examen,28,6 juli - 12 juli,Zuid-Holland,Rijswijk,2
